age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
47.0,Blue-Collar,Married,Secondary,No,1612.0,Yes,No,Cellular,2,Apr,1033.0,1,-1,0,New_customer,1
48.0,Admin,Divorced,Secondary,No,4087.0,No,No,Cellular,2,Apr,397.0,2,-1,0,New_customer,1
58.0,Management,Married,Secondary,No,68.0,No,No,Cellular,2,Apr,268.0,1,-1,0,New_customer,1
50.0,Management,Married,Tertiary,No,414.0,Yes,No,Cellular,3,Apr,707.0,1,302,3,Failure,1
26.0,Blue-Collar,Single,Secondary,No,4087.0,No,Yes,Cellular,3,Apr,117.0,1,-1,0,New_customer,1
39.0,Blue-Collar,Married,Secondary,No,1756.0,Yes,No,Cellular,3,Apr,939.0,1,-1,0,New_customer,1
55.0,Blue-Collar,Divorced,Secondary,No,1613.0,Yes,No,Cellular,3,Apr,296.0,1,270,3,Failure,1
41.0,Self-Employed,Married,Secondary,No,3123.0,Yes,No,Cellular,3,Apr,1033.0,2,135,2,Failure,1
54.0,Entrepreneur,Divorced,Secondary,No,4087.0,Yes,No,Telephone,6,Apr,475.0,6,307,5,Failure,1
33.0,Technician,Single,Tertiary,No,127.0,Yes,No,Cellular,6,Apr,583.0,2,222,17,Failure,1
42.0,Management,Single,Tertiary,No,4087.0,No,No,Cellular,6,Apr,158.0,1,-1,0,New_customer,1
50.0,Blue-Collar,Married,Primary,No,4087.0,No,No,Telephone,6,Apr,180.0,1,-1,0,New_customer,1
40.0,Management,Married,Secondary,No,754.0,No,Yes,Cellular,6,Apr,635.0,1,-1,0,New_customer,1
37.0,Admin,Married,Secondary,No,1207.0,Yes,No,Telephone,6,Apr,1033.0,2,138,2,Success,1
44.0,Blue-Collar,Single,Secondary,No,712.0,Yes,Yes,Cellular,6,Apr,740.0,3,-1,0,New_customer,1
30.0,Blue-Collar,Single,Tertiary,No,297.0,No,No,Cellular,7,Apr,465.0,4,-1,0,New_customer,1
26.0,Self-Employed,Single,Secondary,No,3676.0,No,No,Cellular,7,Apr,148.0,1,-1,0,New_customer,1
47.0,Unemployed,Married,Secondary,No,817.0,No,No,Cellular,7,Apr,721.0,4,-1,0,New_customer,1
46.0,Blue-Collar,Single,Tertiary,No,283.0,No,No,Cellular,7,Apr,299.0,1,-1,0,New_customer,1
25.0,Admin,Single,Secondary,No,82.0,No,Yes,Cellular,7,Apr,104.0,2,-1,0,New_customer,1
56.0,Technician,Married,Secondary,No,2847.0,No,No,Cellular,8,Apr,327.0,1,-1,0,New_customer,1
36.0,Blue-Collar,Single,Secondary,No,1822.0,Yes,No,Cellular,8,Apr,952.0,1,323,1,Other,1
35.0,Technician,Single,Secondary,No,16.0,Yes,No,Cellular,8,Apr,903.0,1,-1,0,New_customer,1
54.0,Unemployed,Married,Secondary,No,377.0,No,No,Cellular,8,Apr,1033.0,1,-1,0,New_customer,1
48.0,Management,Married,Secondary,No,4087.0,Yes,No,Cellular,8,Apr,1032.0,3,141,7,Failure,1
32.0,Technician,Married,Secondary,No,303.0,Yes,No,Cellular,8,Apr,150.0,1,267,4,Failure,1
60.0,Admin,Divorced,Secondary,No,4087.0,No,No,Telephone,8,Apr,236.0,1,-1,0,New_customer,1
67.0,Retired,Married,Secondary,No,1443.0,No,No,Cellular,8,Apr,245.0,1,-1,0,New_customer,1
32.0,Management,Single,Tertiary,No,1781.0,No,No,Cellular,8,Apr,321.0,1,-1,0,New_customer,1
26.0,Admin,Married,Secondary,No,3415.0,No,No,Cellular,8,Apr,209.0,1,-1,0,New_customer,1
33.0,Management,Single,Tertiary,No,318.0,Yes,No,Cellular,8,Apr,1033.0,1,141,3,Other,1
21.0,Student,Single,Primary,No,423.0,No,No,Cellular,8,Apr,104.0,5,-1,0,New_customer,1
30.0,Technician,Single,Secondary,No,2544.0,No,No,Cellular,8,Apr,108.0,2,-1,0,New_customer,1
27.0,Student,Single,Secondary,No,2614.0,No,No,Cellular,8,Apr,143.0,2,-1,0,New_customer,1
30.0,Services,Single,Secondary,No,1268.0,Yes,No,Cellular,8,Apr,105.0,4,320,8,Other,1
36.0,Blue-Collar,Married,Secondary,No,536.0,Yes,No,Cellular,8,Apr,274.0,3,-1,0,New_customer,1
27.0,Admin,Married,Secondary,No,1293.0,Yes,No,Cellular,8,Apr,1033.0,3,-1,0,New_customer,1
29.0,Management,Single,Tertiary,No,1377.0,No,No,Cellular,8,Apr,548.0,2,-1,0,New_customer,1
38.0,Blue-Collar,Single,Secondary,No,2580.0,Yes,No,Cellular,8,Apr,1033.0,2,264,3,Failure,1
23.0,Admin,Single,Tertiary,No,314.0,No,Yes,Cellular,8,Apr,142.0,4,-1,0,New_customer,1
38.0,Technician,Married,Tertiary,No,206.0,No,No,Cellular,8,Apr,350.0,2,-1,0,New_customer,1
30.0,Technician,Single,Secondary,No,3286.0,Yes,No,Cellular,9,Apr,743.0,1,-1,0,New_customer,1
41.0,Services,Married,Secondary,No,803.0,Yes,No,Cellular,9,Apr,592.0,4,316,3,Failure,1
33.0,Technician,Single,Secondary,No,719.0,Yes,No,Cellular,9,Apr,448.0,2,316,6,Failure,1
35.0,Admin,Married,Secondary,No,898.0,Yes,No,Cellular,9,Apr,214.0,1,-1,0,New_customer,1
29.0,Admin,Married,Tertiary,No,332.0,No,No,Cellular,9,Apr,179.0,1,-1,0,New_customer,1
68.0,Retired,Divorced,Primary,No,695.0,No,No,Cellular,9,Apr,233.0,1,-1,0,New_customer,1
20.0,Student,Single,Secondary,No,1819.0,No,No,Cellular,9,Apr,245.0,3,-1,0,New_customer,1
30.0,Management,Single,Tertiary,No,2544.0,No,No,Cellular,9,Apr,152.0,2,-1,0,New_customer,1
32.0,Blue-Collar,Married,Secondary,No,759.0,Yes,No,Cellular,9,Apr,317.0,5,-1,0,New_customer,1
28.0,Management,Divorced,Tertiary,No,229.0,Yes,No,Cellular,9,Apr,1033.0,2,315,2,Other,1
45.0,Blue-Collar,Married,Secondary,No,96.0,Yes,No,Cellular,13,Apr,348.0,3,256,2,Failure,1
29.0,Technician,Single,Secondary,No,110.0,Yes,No,Cellular,13,Apr,1033.0,1,-1,0,New_customer,1
31.0,Blue-Collar,Married,Secondary,No,1406.0,Yes,Yes,Cellular,13,Apr,1033.0,2,-1,0,New_customer,1
39.0,Services,Divorced,Secondary,No,0.0,Yes,No,Cellular,13,Apr,1006.0,2,-1,0,New_customer,1
42.0,Blue-Collar,Married,Primary,No,2103.0,Yes,No,Cellular,13,Apr,384.0,2,-1,0,New_customer,1
35.0,Management,Single,Tertiary,No,1599.0,Yes,Yes,Cellular,13,Apr,407.0,1,-1,0,New_customer,1
34.0,Technician,Single,Tertiary,No,925.0,Yes,No,Cellular,13,Apr,709.0,1,-1,0,New_customer,1
26.0,Management,Single,Tertiary,No,-3.0,No,No,Cellular,13,Apr,1022.0,2,-1,0,New_customer,1
29.0,Services,Divorced,Secondary,No,84.0,Yes,No,Cellular,13,Apr,1033.0,2,-1,0,New_customer,1
44.0,Self-Employed,Single,Tertiary,No,1367.0,Yes,No,Cellular,13,Apr,1033.0,3,146,1,Other,1
34.0,Management,Married,Tertiary,No,703.0,Yes,No,Cellular,14,Apr,342.0,1,-1,0,New_customer,1
33.0,Management,Married,Tertiary,No,0.0,Yes,No,Cellular,14,Apr,535.0,3,328,1,Failure,1
34.0,Management,Single,Tertiary,No,2646.0,No,No,Cellular,14,Apr,142.0,1,-1,0,New_customer,1
33.0,Admin,Single,Secondary,No,572.0,Yes,No,Cellular,14,Apr,344.0,1,74,2,Failure,1
22.0,Student,Single,Secondary,No,107.0,No,No,Cellular,14,Apr,125.0,1,-1,0,New_customer,1
32.0,Technician,Married,Secondary,No,765.0,Yes,Yes,Cellular,14,Apr,850.0,2,-1,0,New_customer,1
36.0,Services,Single,Secondary,No,-253.0,Yes,No,Cellular,14,Apr,1033.0,1,-1,0,New_customer,1
44.0,Admin,Divorced,Secondary,No,0.0,No,No,Cellular,14,Apr,1033.0,1,148,1,Failure,1
65.0,Retired,Married,Secondary,No,2.0,No,No,Cellular,14,Apr,450.0,1,-1,0,New_customer,1
61.0,Self-Employed,Divorced,Tertiary,No,6.0,Yes,No,Cellular,14,Apr,133.0,2,-1,0,New_customer,1
41.0,Housemaid,Married,Primary,No,0.0,No,No,Cellular,14,Apr,168.0,1,-1,0,New_customer,1
24.0,Management,Married,Tertiary,No,448.0,No,No,Cellular,14,Apr,324.0,1,-1,0,New_customer,1
77.0,Retired,Divorced,Tertiary,No,4087.0,No,No,Cellular,14,Apr,161.0,1,-1,0,New_customer,1
62.0,Housemaid,Married,Tertiary,No,1528.0,No,No,Cellular,14,Apr,496.0,1,-1,0,New_customer,1
30.0,Unemployed,Married,Tertiary,No,330.0,No,No,Cellular,14,Apr,111.0,1,-1,0,New_customer,1
29.0,Admin,Single,Secondary,No,731.0,No,No,Cellular,14,Apr,107.0,3,-1,0,New_customer,1
29.0,Unemployed,Single,Secondary,No,25.0,No,No,Cellular,14,Apr,207.0,2,-1,0,New_customer,1
65.0,Management,Married,Secondary,No,587.0,No,No,Cellular,15,Apr,223.0,2,-1,0,New_customer,1
43.0,Services,Married,Primary,No,2557.0,Yes,No,Telephone,15,Apr,165.0,2,327,3,Failure,1
70.0,Retired,Divorced,Primary,No,275.0,No,No,Cellular,15,Apr,82.0,1,-1,0,New_customer,1
32.0,Services,Married,Secondary,No,1129.0,Yes,No,Cellular,15,Apr,903.0,2,341,2,Failure,1
46.0,Technician,Married,Secondary,No,2149.0,Yes,No,Cellular,15,Apr,282.0,2,-1,0,New_customer,1
33.0,Admin,Married,Secondary,No,855.0,No,No,Cellular,15,Apr,110.0,1,-1,0,New_customer,1
57.0,Services,Married,Primary,No,491.0,Yes,No,Cellular,15,Apr,1033.0,3,-1,0,New_customer,1
62.0,Blue-Collar,Married,Secondary,No,180.0,No,No,Cellular,15,Apr,389.0,2,-1,0,New_customer,1
32.0,Services,Single,Secondary,No,133.0,No,No,Cellular,15,Apr,171.0,1,-1,0,New_customer,1
39.0,Blue-Collar,Single,Secondary,No,649.0,Yes,No,Cellular,15,Apr,668.0,1,-1,0,New_customer,1
76.0,Housemaid,Divorced,Primary,No,1411.0,No,No,Telephone,15,Apr,170.0,3,-1,0,New_customer,1
36.0,Admin,Single,Secondary,No,4087.0,Yes,No,Cellular,15,Apr,953.0,1,-1,0,New_customer,1
27.0,Technician,Single,Secondary,No,439.0,Yes,No,Cellular,15,Apr,1033.0,2,-1,0,New_customer,1
38.0,Management,Single,Tertiary,No,4087.0,Yes,No,Cellular,15,Apr,139.0,5,145,9,Failure,1
56.0,Blue-Collar,Married,Primary,No,3498.0,No,No,Cellular,15,Apr,264.0,2,-1,0,New_customer,1
51.0,Unemployed,Married,Tertiary,No,1801.0,No,No,Cellular,16,Apr,838.0,3,-1,0,New_customer,1
39.0,Management,Married,Tertiary,No,937.0,No,No,Cellular,16,Apr,144.0,4,-1,0,New_customer,1
35.0,Management,Divorced,Tertiary,No,26.0,No,No,Cellular,16,Apr,78.0,2,-1,0,New_customer,1
32.0,Blue-Collar,Married,Secondary,Yes,-53.0,Yes,No,Cellular,16,Apr,648.0,1,272,1,Other,1
51.0,Housemaid,Married,Secondary,No,2337.0,Yes,No,Cellular,16,Apr,251.0,2,266,3,Other,1
37.0,Technician,Married,Secondary,No,1762.0,No,No,Cellular,16,Apr,334.0,2,-1,0,New_customer,1
52.0,Entrepreneur,Single,Tertiary,No,3469.0,Yes,No,Cellular,16,Apr,583.0,1,147,1,Success,1
35.0,Technician,Married,Secondary,No,545.0,Yes,No,Cellular,16,Apr,1033.0,1,234,4,Failure,1
47.0,Admin,Married,Secondary,No,3480.0,No,No,Cellular,16,Apr,443.0,1,-1,0,New_customer,1
31.0,Technician,Married,Secondary,No,183.0,No,No,Cellular,16,Apr,495.0,1,-1,0,New_customer,1
49.0,Services,Married,Secondary,No,2416.0,Yes,No,Cellular,16,Apr,1033.0,1,-1,0,New_customer,1
30.0,Management,Single,Tertiary,No,424.0,No,No,Cellular,16,Apr,298.0,4,-1,0,New_customer,1
35.0,Blue-Collar,Single,Secondary,No,0.0,Yes,No,Cellular,16,Apr,1033.0,1,345,4,Other,1
44.0,Management,Married,Primary,No,294.0,No,No,Cellular,16,Apr,165.0,3,-1,0,New_customer,1
42.0,Blue-Collar,Married,Secondary,No,1598.0,Yes,Yes,Cellular,16,Apr,1033.0,2,-1,0,New_customer,1
29.0,Management,Single,Tertiary,No,268.0,No,No,Cellular,16,Apr,667.0,1,-1,0,New_customer,1
42.0,Technician,Divorced,Secondary,No,214.0,No,No,Cellular,16,Apr,127.0,1,-1,0,New_customer,1
43.0,Management,Married,Tertiary,No,240.0,Yes,No,Cellular,16,Apr,453.0,1,-1,0,New_customer,1
36.0,Technician,Single,Secondary,No,2511.0,Yes,No,Cellular,16,Apr,700.0,5,-1,0,New_customer,1
36.0,Technician,Married,Tertiary,No,4087.0,Yes,No,Cellular,16,Apr,901.0,2,-1,0,New_customer,1
32.0,Services,Married,Secondary,No,1273.0,Yes,No,Cellular,16,Apr,1033.0,2,328,1,Failure,1
54.0,Technician,Married,Secondary,No,3994.0,No,Yes,Cellular,16,Apr,299.0,2,-1,0,New_customer,1
50.0,Management,Married,Tertiary,No,469.0,No,No,Cellular,16,Apr,161.0,1,-1,0,New_customer,1
32.0,Technician,Single,Tertiary,No,932.0,Yes,No,Cellular,16,Apr,944.0,1,318,1,Failure,1
28.0,Student,Single,Tertiary,No,844.0,No,No,Cellular,16,Apr,551.0,2,-1,0,New_customer,1
40.0,Services,Divorced,Primary,No,471.0,Yes,No,Cellular,16,Apr,1033.0,1,345,2,Failure,1
34.0,Admin,Single,Secondary,No,63.0,Yes,No,Cellular,17,Apr,678.0,1,-1,0,New_customer,1
52.0,Retired,Divorced,Primary,No,-779.0,Yes,Yes,Cellular,17,Apr,709.0,1,-1,0,New_customer,1
35.0,Blue-Collar,Married,Secondary,No,293.0,Yes,No,Cellular,17,Apr,1017.0,1,325,1,Other,1
32.0,Management,Divorced,Tertiary,No,294.0,Yes,No,Cellular,17,Apr,1033.0,1,274,5,Success,1
60.0,Management,Married,Tertiary,No,4087.0,No,No,Cellular,17,Apr,452.0,3,-1,0,New_customer,1
34.0,Blue-Collar,Married,Primary,No,329.0,Yes,No,Cellular,17,Apr,952.0,1,343,1,Failure,1
30.0,Admin,Single,Secondary,No,69.0,Yes,No,Cellular,17,Apr,997.0,1,-1,0,New_customer,1
39.0,Self-Employed,Married,Tertiary,No,-2257.0,Yes,Yes,Cellular,17,Apr,882.0,3,-1,0,New_customer,1
40.0,Services,Single,Secondary,No,224.0,Yes,No,Cellular,17,Apr,875.0,2,-1,0,New_customer,1
38.0,Management,Married,Tertiary,No,165.0,Yes,No,Cellular,17,Apr,526.0,1,260,2,Other,1
35.0,Management,Single,Tertiary,No,397.0,Yes,No,Cellular,17,Apr,594.0,1,-1,0,New_customer,1
37.0,Blue-Collar,Married,Primary,No,3154.0,Yes,No,Cellular,17,Apr,404.0,1,305,3,Failure,1
29.0,Technician,Married,Secondary,No,1180.0,Yes,No,Cellular,17,Apr,367.0,3,323,3,Failure,1
36.0,Technician,Single,Secondary,Yes,-487.0,Yes,No,Cellular,17,Apr,1033.0,1,-1,0,New_customer,1
34.0,Management,Married,Secondary,Yes,879.0,Yes,No,Cellular,17,Apr,712.0,1,344,1,Failure,1
33.0,Technician,Married,Secondary,No,806.0,No,No,Cellular,17,Apr,108.0,1,-1,0,New_customer,1
29.0,Technician,Single,Secondary,No,674.0,No,No,Cellular,17,Apr,170.0,5,-1,0,New_customer,1
33.0,Management,Married,Tertiary,No,0.0,Yes,No,Cellular,17,Apr,378.0,1,-1,0,New_customer,1
41.0,Self-Employed,Married,Secondary,No,323.0,Yes,No,Cellular,17,Apr,949.0,2,254,6,Other,1
74.0,Retired,Married,Secondary,No,921.0,No,No,Telephone,17,Apr,394.0,2,-1,0,New_customer,1
53.0,Technician,Married,Secondary,No,4087.0,Yes,No,Telephone,17,Apr,320.0,3,180,1,Success,1
38.0,Admin,Married,Secondary,No,0.0,Yes,Yes,Cellular,17,Apr,547.0,2,-1,0,New_customer,1
41.0,Technician,Married,Secondary,No,4004.0,No,No,Cellular,17,Apr,314.0,2,-1,0,New_customer,1
52.0,Technician,Married,Secondary,No,386.0,No,No,Cellular,20,Apr,438.0,1,-1,0,New_customer,1
40.0,Technician,Married,Primary,No,284.0,Yes,No,Cellular,20,Apr,1033.0,2,-1,0,New_customer,1
32.0,Entrepreneur,Married,Secondary,No,-242.0,Yes,No,Cellular,20,Apr,1033.0,3,-1,0,New_customer,1
28.0,Technician,Married,Secondary,No,1086.0,Yes,No,Cellular,20,Apr,1033.0,3,-1,0,New_customer,1
28.0,Management,Single,Secondary,No,2840.0,No,No,Cellular,20,Apr,227.0,5,-1,0,New_customer,1
35.0,Management,Married,Tertiary,No,43.0,Yes,No,Cellular,20,Apr,860.0,1,-1,0,New_customer,1
46.0,Management,Married,Primary,No,3229.0,Yes,No,Cellular,20,Apr,1033.0,1,-1,0,New_customer,1
50.0,Blue-Collar,Married,Primary,No,341.0,Yes,Yes,Cellular,20,Apr,670.0,4,340,2,Success,1
44.0,Blue-Collar,Single,Secondary,No,0.0,No,No,Cellular,20,Apr,133.0,1,-1,0,New_customer,1
29.0,Blue-Collar,Divorced,Secondary,No,-19.0,Yes,No,Cellular,20,Apr,712.0,4,-1,0,New_customer,1
61.0,Retired,Married,Secondary,No,243.0,No,No,Cellular,20,Apr,194.0,1,-1,0,New_customer,1
70.0,Retired,Married,Secondary,No,2575.0,No,No,Telephone,20,Apr,216.0,2,-1,0,New_customer,1
44.0,Blue-Collar,Married,Secondary,Yes,105.0,Yes,No,Cellular,20,Apr,586.0,1,-1,0,New_customer,1
59.0,Management,Married,Tertiary,No,0.0,Yes,Yes,Cellular,20,Apr,392.0,1,-1,0,New_customer,1
45.0,Blue-Collar,Married,Primary,Yes,-443.0,Yes,Yes,Cellular,20,Apr,691.0,1,-1,0,New_customer,1
39.0,Technician,Married,Tertiary,No,1524.0,No,No,Cellular,20,Apr,567.0,1,-1,0,New_customer,1
36.0,Blue-Collar,Married,Primary,No,1925.0,Yes,No,Cellular,20,Apr,904.0,2,-1,0,New_customer,1
78.0,Retired,Married,Primary,No,240.0,No,No,Cellular,20,Apr,325.0,1,-1,0,New_customer,1
28.0,Technician,Single,Tertiary,No,387.0,Yes,No,Cellular,20,Apr,205.0,1,82,1,Failure,1
50.0,Self-Employed,Divorced,Tertiary,No,13.0,Yes,No,Cellular,20,Apr,76.0,1,-1,0,New_customer,1
73.0,Retired,Divorced,Tertiary,No,3203.0,No,No,Cellular,20,Apr,148.0,1,-1,0,New_customer,1
34.0,Management,Married,Tertiary,No,606.0,No,No,Cellular,20,Apr,97.0,1,-1,0,New_customer,1
28.0,Student,Single,Secondary,No,0.0,No,No,Cellular,20,Apr,185.0,1,-1,0,New_customer,1
42.0,Admin,Divorced,Secondary,No,527.0,No,Yes,Cellular,20,Apr,112.0,1,-1,0,New_customer,1
54.0,Unemployed,Divorced,Secondary,No,309.0,No,No,Cellular,20,Apr,241.0,1,-1,0,New_customer,1
27.0,Blue-Collar,Married,Secondary,No,4087.0,No,No,Cellular,20,Apr,163.0,1,-1,0,New_customer,1
73.0,Retired,Married,Primary,No,253.0,No,No,Cellular,20,Apr,345.0,1,-1,0,New_customer,1
33.0,Management,Single,Tertiary,No,4087.0,No,No,Cellular,20,Apr,163.0,1,-1,0,New_customer,1
51.0,Entrepreneur,Married,Tertiary,No,83.0,No,No,Cellular,20,Apr,267.0,2,-1,0,New_customer,1
32.0,Management,Single,Tertiary,No,819.0,Yes,No,Cellular,20,Apr,114.0,2,-1,0,New_customer,1
33.0,Technician,Married,Secondary,No,1968.0,Yes,No,Cellular,20,Apr,1033.0,3,-1,0,New_customer,1
26.0,Services,Single,Secondary,No,136.0,No,No,Cellular,20,Apr,120.0,1,-1,0,New_customer,1
32.0,Technician,Single,Secondary,No,1995.0,Yes,No,Cellular,20,Apr,121.0,1,-1,0,New_customer,1
41.0,Blue-Collar,Divorced,Primary,No,285.0,Yes,No,Cellular,20,Apr,1033.0,2,-1,0,New_customer,1
39.0,Blue-Collar,Married,Secondary,No,621.0,Yes,No,Cellular,20,Apr,1033.0,5,-1,0,New_customer,1
24.0,Student,Single,Secondary,No,597.0,Yes,No,Cellular,20,Apr,943.0,3,-1,0,New_customer,1
37.0,Blue-Collar,Divorced,Secondary,No,0.0,Yes,No,Cellular,21,Apr,146.0,4,-1,0,New_customer,1
35.0,Management,Single,Tertiary,No,1750.0,Yes,No,Cellular,21,Apr,333.0,3,-1,0,New_customer,1
26.0,Student,Single,Tertiary,No,4087.0,No,No,Cellular,21,Apr,110.0,2,-1,0,New_customer,1
29.0,Technician,Single,Secondary,No,3466.0,No,No,Cellular,21,Apr,274.0,1,-1,0,New_customer,1
63.0,Retired,Married,Secondary,No,2193.0,No,No,Telephone,21,Apr,1033.0,4,-1,0,New_customer,1
95.0,Retired,Divorced,Primary,No,2282.0,No,No,Telephone,21,Apr,207.0,6,-1,0,New_customer,1
65.0,Retired,Married,Tertiary,No,1973.0,No,No,Telephone,21,Apr,396.0,3,-1,0,New_customer,1
59.0,Technician,Married,Secondary,No,4087.0,No,No,Cellular,21,Apr,100.0,1,-1,0,New_customer,1
35.0,Management,Single,Tertiary,No,704.0,No,No,Cellular,21,Apr,164.0,1,-1,0,New_customer,1
74.0,Retired,Married,Secondary,No,4087.0,No,No,Cellular,21,Apr,211.0,1,-1,0,New_customer,1
56.0,Unemployed,Married,Primary,No,3391.0,No,No,Cellular,21,Apr,243.0,1,-1,0,New_customer,1
26.0,Student,Single,Tertiary,No,1134.0,No,No,Cellular,21,Apr,464.0,4,-1,0,New_customer,1
30.0,Blue-Collar,Single,Secondary,No,4087.0,No,No,Cellular,21,Apr,149.0,2,-1,0,New_customer,1
29.0,Self-Employed,Married,Secondary,No,123.0,No,Yes,Cellular,21,Apr,158.0,2,181,1,Success,1
78.0,Retired,Married,Primary,No,4087.0,No,No,Telephone,21,Apr,137.0,2,-1,0,New_customer,1
45.0,Management,Divorced,Secondary,No,0.0,No,No,Cellular,21,Apr,278.0,3,-1,0,New_customer,1
29.0,Blue-Collar,Single,Secondary,No,2.0,Yes,Yes,Cellular,21,Apr,379.0,5,-1,0,New_customer,1
39.0,Admin,Married,Tertiary,No,1108.0,No,No,Cellular,21,Apr,204.0,1,-1,0,New_customer,1
45.0,Management,Married,Tertiary,No,212.0,No,No,Cellular,21,Apr,65.0,2,-1,0,New_customer,1
45.0,Technician,Married,Tertiary,No,4087.0,No,No,Cellular,22,Apr,341.0,2,-1,0,New_customer,1
36.0,Student,Single,Secondary,No,17.0,No,No,Cellular,22,Apr,621.0,1,-1,0,New_customer,1
41.0,Management,Single,Secondary,No,942.0,No,No,Cellular,22,Apr,219.0,1,-1,0,New_customer,1
38.0,Technician,Married,Secondary,No,0.0,Yes,No,Cellular,22,Apr,315.0,1,-1,0,New_customer,1
33.0,Admin,Married,Tertiary,No,882.0,No,No,Cellular,22,Apr,104.0,1,183,4,Failure,1
30.0,Services,Married,Tertiary,No,81.0,No,No,Cellular,22,Apr,145.0,1,-1,0,New_customer,1
65.0,Retired,Married,Primary,No,276.0,No,No,Cellular,22,Apr,229.0,1,-1,0,New_customer,1
75.0,Retired,Married,Tertiary,No,2991.0,No,No,Cellular,22,Apr,240.0,1,-1,0,New_customer,1
65.0,Management,Divorced,Tertiary,No,90.0,Yes,No,Cellular,22,Apr,416.0,1,-1,0,New_customer,1
53.0,Management,Married,Tertiary,No,3754.0,No,No,Cellular,22,Apr,307.0,1,278,2,Failure,1
40.0,Management,Married,Primary,No,395.0,Yes,No,Cellular,22,Apr,232.0,4,-1,0,New_customer,1
31.0,Admin,Single,Tertiary,No,676.0,Yes,No,Cellular,22,Apr,124.0,2,343,2,Other,1
25.0,Student,Single,Secondary,No,8.0,No,No,Cellular,22,Apr,107.0,2,-1,0,New_customer,1
37.0,Technician,Married,Secondary,No,0.0,Yes,No,Cellular,22,Apr,1033.0,3,-1,0,New_customer,1
32.0,Management,Single,Tertiary,No,2069.0,No,No,Cellular,22,Apr,545.0,1,-1,0,New_customer,1
45.0,Management,Married,Tertiary,No,506.0,No,No,Cellular,23,Apr,229.0,2,-1,0,New_customer,1
35.0,Management,Married,Tertiary,No,8.0,No,No,Cellular,23,Apr,93.0,3,-1,0,New_customer,1
74.0,Retired,Married,Primary,No,670.0,No,No,Cellular,23,Apr,266.0,5,-1,0,New_customer,1
37.0,Management,Married,Tertiary,No,0.0,Yes,No,Cellular,23,Apr,242.0,5,153,7,Failure,1
59.0,Blue-Collar,Married,Primary,No,1939.0,No,No,Cellular,23,Apr,172.0,1,-1,0,New_customer,1
76.0,Management,Married,Tertiary,No,1780.0,Yes,No,Telephone,23,Apr,413.0,3,-1,0,New_customer,1
25.0,Blue-Collar,Single,Secondary,No,0.0,No,No,Cellular,23,Apr,163.0,1,-1,0,New_customer,1
27.0,Services,Single,Secondary,No,955.0,No,No,Cellular,23,Apr,206.0,1,-1,0,New_customer,1
39.0,Admin,Married,Secondary,No,732.0,No,No,Cellular,23,Apr,522.0,4,-1,0,New_customer,1
24.0,Services,Single,Secondary,No,2022.0,No,No,Cellular,23,Apr,159.0,4,-1,0,New_customer,1
28.0,Blue-Collar,Single,Tertiary,No,4087.0,No,No,Cellular,23,Apr,116.0,4,-1,0,New_customer,1
51.0,Management,Married,Tertiary,No,4087.0,No,No,Cellular,23,Apr,113.0,1,-1,0,New_customer,1
66.0,Retired,Married,Primary,No,2883.0,No,No,Cellular,23,Apr,158.0,1,-1,0,New_customer,1
28.0,Unemployed,Single,Primary,No,1374.0,No,No,Cellular,23,Apr,203.0,4,-1,0,New_customer,1
30.0,Management,Single,Tertiary,No,398.0,No,No,Cellular,24,Apr,235.0,2,-1,0,New_customer,1
58.0,Blue-Collar,Married,Secondary,No,3027.0,Yes,No,Cellular,24,Apr,160.0,1,-1,0,New_customer,1
32.0,Management,Single,Tertiary,No,2974.0,Yes,No,Cellular,24,Apr,227.0,1,4,1,Failure,1
31.0,Technician,Single,Tertiary,No,1081.0,No,No,Cellular,24,Apr,202.0,5,261,2,Failure,1
71.0,Technician,Married,Tertiary,No,383.0,No,No,Cellular,27,Apr,388.0,3,-1,0,New_customer,1
37.0,Admin,Married,Tertiary,No,3913.0,Yes,No,Cellular,27,Apr,124.0,1,-1,0,New_customer,1
56.0,Management,Divorced,Tertiary,No,3287.0,No,No,Cellular,27,Apr,497.0,1,-1,0,New_customer,1
65.0,Retired,Married,Primary,No,3629.0,No,No,Cellular,27,Apr,148.0,1,-1,0,New_customer,1
72.0,Self-Employed,Married,Tertiary,No,132.0,No,No,Cellular,27,Apr,444.0,1,-1,0,New_customer,1
51.0,Admin,Single,Secondary,No,726.0,Yes,No,Cellular,27,Apr,89.0,6,-1,0,New_customer,1
35.0,Blue-Collar,Married,Secondary,No,149.0,Yes,No,Cellular,29,Apr,507.0,3,349,1,Other,1
34.0,Blue-Collar,Married,Secondary,No,640.0,Yes,No,Cellular,29,Apr,636.0,2,-1,0,New_customer,1
29.0,Admin,Married,Secondary,No,4087.0,Yes,No,Cellular,29,Apr,961.0,2,334,2,Failure,1
30.0,Technician,Single,Tertiary,No,53.0,No,No,Cellular,29,Apr,375.0,1,-1,0,New_customer,1
39.0,Technician,Single,Secondary,No,15.0,Yes,No,Cellular,30,Apr,510.0,1,-1,0,New_customer,1
45.0,Management,Married,Tertiary,No,242.0,No,No,Cellular,30,Apr,587.0,1,-1,0,New_customer,1
28.0,Admin,Single,Secondary,No,377.0,No,No,Cellular,30,Apr,571.0,1,-1,0,New_customer,1
